work_id,mp_id,constituency_id,state,district,constituency,block,village_or_urban_area,sector,sub_sector,work_type,work_description,recommended_amount,technical_estimate_amount,administrative_approval_amount,sanctioned_amount,released_amount,actual_expenditure,work_start_date,sanction_date,expected_completion_date,actual_completion_date,physical_progress_percent,financial_progress_percent,number_of_payments,first_payment_date,last_payment_date,implementing_agency_id,contractor_id,latitude,longitude,number_of_progress_updates,inspection_count
MPL-WORK-20245875,MP-156,CON-8248,Karnataka,Karnataka_Dist_5,Karnataka_Const_4,Block-4,Village-30,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-30, Block-4, Karnataka_Dist_5",3237327,3188613.08,3141646.77,3141646.77,3192569.08,3097458.45,2023-08-27,2023-07-13,2024-12-13,2025-02-09,100.0,98.59,9,2023-08-31,2025-02-28,AGENCY-239,CONT-0103,11.825435,72.737605,12,5
MPL-WORK-20245876,MP-472,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_4,Block-19,Village-38,Education,Construction of School Building,Construction,"Construction of School Building at Village-38, Block-19, Andhra Pradesh_Dist_2",18194934,19404836.11,19072042.4,19072042.4,13152325.49,11345112.07,2022-10-11,2022-08-02,2024-01-06,,53.76,59.49,2,2022-10-25,2023-02-21,AGENCY-211,CONT-0984,15.935215,79.118333,6,4
MPL-WORK-20245877,MP-673,CON-8664,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_9,Block-8,Village-21,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-21, Block-8, Maharashtra_Dist_3",13269939,14266422.24,14076979.51,14076979.51,2382295.55,1766987.79,2023-08-08,2023-06-03,2024-07-21,,14.07,12.55,10,2023-08-19,2023-10-14,AGENCY-236,CONT-0498,21.406324,76.053978,4,1
MPL-WORK-20245878,MP-547,CON-1756,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_1,Block-10,Village-39,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-39, Block-10, Maharashtra_Dist_3",11395473,12092141.66,11888862.39,11888862.39,11628680.74,11482029.96,2022-05-17,2022-04-04,2022-12-05,2023-01-15,100.0,96.58,10,2022-05-21,2023-02-28,AGENCY-107,CONT-0903,14.168456,71.845193,13,1
MPL-WORK-20245879,MP-115,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_1,Block-18,Village-55,Education,Construction of School Building,Construction,"Construction of School Building at Village-55, Block-18, Madhya Pradesh_Dist_1",7973327,7705800.29,7602631.27,7602631.27,4392204.98,3693698.14,2022-03-21,2022-02-19,2022-09-29,,55.25,48.58,6,2022-03-31,2022-06-24,AGENCY-133,CONT-0659,14.616893,78.716704,8,1
MPL-WORK-20245880,MP-375,CON-1840,Gujarat,Gujarat_Dist_3,Gujarat_Const_3,Block-13,Village-93,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-93, Block-13, Gujarat_Dist_3",13805613,14428708.62,14300324.98,14300324.98,14489965.86,13990098.2,2023-07-18,2023-05-03,2024-04-08,2024-04-22,100.0,97.83,7,2023-08-07,2024-05-09,AGENCY-287,CONT-0708,11.494791,77.529979,13,4
MPL-WORK-20245881,MP-132,CON-2338,Bihar,Bihar_Dist_3,Bihar_Const_5,Block-14,Village-3,Infrastructure,Village Road,Construction,"Village Road at Village-3, Block-14, Bihar_Dist_3",1584731,1662612.51,1635411.91,1635411.91,370136.04,264098.76,2023-03-15,2023-01-09,2024-01-05,,7.42,16.15,8,2023-04-08,2023-03-30,AGENCY-198,CONT-0130,20.303706,80.449171,3,1
MPL-WORK-20245882,MP-396,CON-8265,Gujarat,Gujarat_Dist_2,Gujarat_Const_6,Block-4,Village-72,Infrastructure,Village Road,Construction,"Village Road at Village-72, Block-4, Gujarat_Dist_2",15670188,16763683.36,16471248.25,16471248.25,1900382.69,3123539.11,2024-12-31,2024-11-12,2026-01-13,,7.16,18.96,1,2025-01-11,2025-05-18,AGENCY-217,CONT-0680,13.743692,78.793484,0,0
MPL-WORK-20245883,MP-879,CON-3364,Karnataka,Karnataka_Dist_2,Karnataka_Const_7,Block-17,Village-69,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-69, Block-17, Karnataka_Dist_2",14995574,15062648.89,14938059.77,14938059.77,14723864.1,14317647.82,2023-06-02,2023-05-16,2024-01-18,2024-02-17,100.0,95.85,3,2023-06-04,2024-03-05,AGENCY-154,CONT-0562,17.473515,70.60575,11,4
MPL-WORK-20245884,MP-140,CON-2287,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_1,Block-10,Village-11,Infrastructure,Village Road,Construction,"Village Road at Village-11, Block-10, Tamil Nadu_Dist_2",13370300,14597047.87,14565348.59,14565348.59,10327179.89,9387182.18,2024-05-13,2024-04-13,2025-01-10,,57.79,64.45,1,2024-05-27,2024-09-27,AGENCY-224,CONT-0254,13.911055,71.140759,5,1
MPL-WORK-20245885,MP-901,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_5,Andhra Pradesh_Const_5,Block-10,Village-56,Education,Library Setup,Procurement,"Library Setup at Village-56, Block-10, Andhra Pradesh_Dist_5",12941713,13046450.72,13013602.07,13013602.07,2890496.29,559298.45,2024-12-26,2024-12-03,2025-06-28,,2.22,4.3,2,2025-01-20,2025-06-24,AGENCY-257,CONT-0688,20.690639,81.93426,3,3
MPL-WORK-20245886,MP-622,CON-1145,Tamil Nadu,Tamil Nadu_Dist_4,Tamil Nadu_Const_8,Block-8,Village-75,Water & Sanitation,Drinking Water RO,Procurement,"Drinking Water RO at Village-75, Block-8, Tamil Nadu_Dist_4",1345754,1294408.28,1293128.45,1293128.45,541636.93,482673.92,2024-12-23,2024-12-07,2025-10-19,,32.26,37.33,8,2025-01-03,2025-06-02,AGENCY-044,CONT-0777,16.759565,84.818832,4,0
MPL-WORK-20245887,MP-750,CON-6861,Bihar,Bihar_Dist_2,Bihar_Const_7,Block-8,Village-71,Education,Construction of School Building,Construction,"Construction of School Building at Village-71, Block-8, Bihar_Dist_2",19388255,20539453.4,20238806.84,20238806.84,12485736.63,11321733.58,2023-09-30,2023-07-10,2024-12-26,,63.62,55.94,4,2023-10-30,2023-10-20,AGENCY-230,CONT-0081,13.035129,80.945177,8,5
MPL-WORK-20245888,MP-515,CON-8240,Karnataka,Karnataka_Dist_1,Karnataka_Const_5,Block-2,Village-3,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-3, Block-2, Karnataka_Dist_1",20931866,21213471.21,20923990.49,20923990.49,7871649.32,6721178.44,2022-05-02,2022-02-08,2023-07-23,,30.13,32.12,6,2022-05-04,2022-06-19,AGENCY-226,CONT-0146,18.121101,74.49109,4,2
MPL-WORK-20245889,MP-652,CON-5087,West Bengal,West Bengal_Dist_4,West Bengal_Const_7,Block-11,Village-39,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-39, Block-11, West Bengal_Dist_4",20895961,22217039.09,21906998.9,21906998.9,2336175.89,1395587.61,2022-10-09,2022-08-05,2024-01-12,,1.93,6.37,8,2022-10-27,2023-03-18,AGENCY-195,CONT-0915,23.961012,78.338346,2,2
MPL-WORK-20245890,MP-741,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_6,Block-16,Village-85,Education,Construction of School Building,Construction,"Construction of School Building at Village-85, Block-16, Madhya Pradesh_Dist_2",11985008,11673983.87,11635633.81,11635633.81,9542067.88,8179389.61,2023-10-26,2023-09-25,2024-05-20,,74.53,70.3,5,2023-11-23,2023-11-26,AGENCY-263,CONT-0675,23.977739,76.067164,10,4
MPL-WORK-20245891,MP-170,CON-9547,West Bengal,West Bengal_Dist_3,West Bengal_Const_9,Block-15,Village-66,Health,Ambulance Purchase,Procurement,"Ambulance Purchase at Village-66, Block-15, West Bengal_Dist_3",23103116,22840885.76,22715858.68,22715858.68,7387329.68,6491090.1,2023-03-28,2023-01-08,2023-11-29,,29.99,28.58,7,2023-04-08,2023-03-13,AGENCY-178,CONT-0197,21.319678,75.710308,2,2
MPL-WORK-20245892,MP-337,CON-1756,Maharashtra,Maharashtra_Dist_4,Maharashtra_Const_1,Block-4,Village-86,Electricity,Solar Panels,Procurement,"Solar Panels at Village-86, Block-4, Maharashtra_Dist_4",4421385,4396318.18,4375415.16,4375415.16,5110922.86,4375415.16,2024-01-07,2023-10-29,2024-09-17,,58.79,100.0,4,2024-02-01,2024-01-20,AGENCY-064,CONT-0047,18.946795,83.828946,6,1
MPL-WORK-20245893,MP-472,CON-8265,Gujarat,Gujarat_Dist_4,Gujarat_Const_6,Block-8,Village-5,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-5, Block-8, Gujarat_Dist_4",15303972,16791473.34,16747137.8,16747137.8,4335429.4,1438389.06,2023-12-08,2023-10-28,2024-09-20,,12.13,8.59,3,2023-12-27,2024-01-30,AGENCY-200,CONT-0725,23.060972,78.85193,2,3
MPL-WORK-20245894,MP-807,CON-7013,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_2,Block-8,Village-59,Electricity,Solar Panels,Procurement,"Solar Panels at Village-59, Block-8, Madhya Pradesh_Dist_3",22463043,24088684.74,23799208.31,23799208.31,6343907.28,90489.75,2023-02-10,2022-12-24,2023-09-16,,5.17,0.38,9,2023-02-20,2023-10-16,AGENCY-046,CONT-0601,27.091869,79.654306,0,1
MPL-WORK-20245895,MP-524,CON-9994,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_6,Block-7,Village-24,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-24, Block-7, Uttar Pradesh_Dist_1",16407009,17672892.79,17563707.09,17563707.09,11941345.65,11238004.02,2023-08-18,2023-07-20,2024-09-20,,61.99,63.98,3,2023-09-17,2023-11-16,AGENCY-135,CONT-0994,24.964815,72.250516,9,4
MPL-WORK-20245896,MP-384,CON-6861,Bihar,Bihar_Dist_5,Bihar_Const_7,Block-11,Village-88,Infrastructure,Community Hall,Construction,"Community Hall at Village-88, Block-11, Bihar_Dist_5",13122346,13489083.84,13291601.0,13291601.0,1896158.84,3195457.32,2024-01-15,2023-12-24,2025-04-07,,8.24,24.04,5,2024-02-05,2024-05-17,AGENCY-250,CONT-0206,24.425069,76.872189,3,3
MPL-WORK-20245897,MP-722,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_4,Block-7,Village-96,Electricity,Solar Panels,Procurement,"Solar Panels at Village-96, Block-7, Andhra Pradesh_Dist_4",20443242,20409697.75,20075478.88,20075478.88,19710737.24,19566821.35,2024-06-06,2024-05-19,2025-01-26,2025-02-08,100.0,97.47,8,2024-06-10,2025-02-22,AGENCY-123,CONT-0595,19.166766,72.210382,12,1
MPL-WORK-20245898,MP-172,CON-4284,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_2,Block-6,Village-8,Education,Library Setup,Procurement,"Library Setup at Village-8, Block-6, Maharashtra_Dist_3",10701657,10791178.63,10617608.13,10617608.13,9290817.08,7815128.77,2024-02-17,2024-01-27,2025-03-11,,66.54,73.61,5,2024-02-18,2024-10-17,AGENCY-231,CONT-0283,24.556106,76.116309,8,3
MPL-WORK-20245899,MP-582,CON-0030,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_3,Block-11,Village-86,Education,Construction of School Building,Construction,"Construction of School Building at Village-86, Block-11, Andhra Pradesh_Dist_3",2634917,2887032.2,2881963.91,2881963.91,2844186.35,2841655.2,2022-09-03,2022-07-31,2023-06-03,2023-06-13,100.0,98.6,3,2022-09-11,2023-07-24,AGENCY-044,CONT-0225,17.476712,71.018266,12,3
MPL-WORK-20245900,MP-543,CON-1184,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_8,Block-14,Village-97,Infrastructure,Village Road,Construction,"Village Road at Village-97, Block-14, Andhra Pradesh_Dist_2",1943554,2064446.13,2040858.59,2040858.59,1308535.76,1219497.15,2024-04-22,2024-03-29,2024-10-31,,20.11,59.75,7,2024-05-03,2024-07-15,AGENCY-179,CONT-0867,10.089099,80.99504,2,1
MPL-WORK-20245901,MP-486,CON-1984,Gujarat,Gujarat_Dist_2,Gujarat_Const_1,Block-7,Village-81,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-81, Block-7, Gujarat_Dist_2",23073548,23373145.35,23041329.32,23041329.32,11262626.84,10105958.76,2023-04-22,2023-01-27,2024-02-13,,38.07,43.86,6,2023-05-08,2023-04-09,AGENCY-211,CONT-0877,10.73731,81.55019,4,2
MPL-WORK-20245902,MP-274,CON-6290,West Bengal,West Bengal_Dist_3,West Bengal_Const_5,Block-15,Village-60,Electricity,Solar Panels,Procurement,"Solar Panels at Village-60, Block-15, West Bengal_Dist_3",2441412,2396321.79,2370894.31,2370894.31,2446974.91,2119367.42,2023-04-15,2023-02-07,2024-08-06,,80.06,89.39,3,2023-04-18,2023-08-28,AGENCY-278,CONT-0296,10.49735,76.111745,8,3
MPL-WORK-20245903,MP-317,CON-2287,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_1,Block-16,Village-48,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-48, Block-16, Tamil Nadu_Dist_3",1056763,1029862.72,1014593.11,1014593.11,374998.74,366908.35,2025-01-11,2024-11-13,2025-07-23,,33.29,36.16,10,2025-01-20,2025-06-05,AGENCY-124,CONT-0987,20.635026,74.623086,6,3
MPL-WORK-20245904,MP-863,CON-4087,Andhra Pradesh,Andhra Pradesh_Dist_2,Andhra Pradesh_Const_5,Block-10,Village-93,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-93, Block-10, Andhra Pradesh_Dist_2",15597114,15268479.79,15071320.85,15071320.85,10791181.33,10319982.77,2024-07-25,2024-06-04,2025-04-07,,59.13,68.47,6,2024-08-13,2025-01-15,AGENCY-154,CONT-0375,22.042153,82.689494,7,4
MPL-WORK-20245905,MP-792,CON-0691,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_4,Block-12,Village-51,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-51, Block-12, Madhya Pradesh_Dist_1",13223558,12740984.54,12508198.21,12508198.21,4734809.03,4486741.45,2023-10-07,2023-09-04,2024-07-07,,37.13,35.87,6,2023-10-31,2024-05-29,AGENCY-135,CONT-0228,27.449927,74.241177,5,3
MPL-WORK-20245906,MP-588,CON-3818,Tamil Nadu,Tamil Nadu_Dist_3,Tamil Nadu_Const_4,Block-19,Village-91,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-91, Block-19, Tamil Nadu_Dist_3",17991732,19333076.68,19064838.14,19064838.14,13285991.67,12630577.82,2023-07-15,2023-05-20,2024-10-15,,25.47,66.25,4,2023-07-27,2024-03-05,AGENCY-173,CONT-0943,17.953622,83.769506,2,0
MPL-WORK-20245907,MP-518,CON-3043,Uttar Pradesh,Uttar Pradesh_Dist_3,Uttar Pradesh_Const_7,Block-4,Village-79,Infrastructure,Community Hall,Construction,"Community Hall at Village-79, Block-4, Uttar Pradesh_Dist_3",16912535,17616553.03,17300305.78,17300305.78,4529737.06,1592294.32,2022-03-12,2022-01-28,2023-02-25,,8.67,9.2,9,2022-04-07,2022-06-24,AGENCY-108,CONT-0543,11.671793,71.753125,1,3
MPL-WORK-20245908,MP-835,CON-1840,Gujarat,Gujarat_Dist_5,Gujarat_Const_3,Block-3,Village-43,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-43, Block-3, Gujarat_Dist_5",11835762,12747347.51,12677834.24,12677834.24,12659831.64,12659278.9,2023-11-13,2023-08-21,2025-02-07,2025-04-17,100.0,99.85,8,2023-12-04,2025-05-19,AGENCY-297,CONT-0848,19.025963,70.202816,12,2
MPL-WORK-20245909,MP-664,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_4,Andhra Pradesh_Const_4,Block-16,Village-40,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-40, Block-16, Andhra Pradesh_Dist_4",4681516,5010549.83,4970303.71,4970303.71,4897462.63,4820884.02,2024-03-22,2024-02-02,2025-01-23,2025-02-12,100.0,96.99,1,2024-04-03,2025-03-18,AGENCY-127,CONT-0509,12.046086,83.484963,11,4
MPL-WORK-20245910,MP-459,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_2,Madhya Pradesh_Const_1,Block-14,Village-72,Infrastructure,Village Road,Construction,"Village Road at Village-72, Block-14, Madhya Pradesh_Dist_2",14278432,14248197.84,14072916.56,14072916.56,14281419.43,13941910.05,2024-10-31,2024-09-30,2025-11-05,2025-11-18,100.0,99.07,10,2024-11-04,2025-11-28,AGENCY-098,CONT-0663,20.470663,73.444962,10,5
MPL-WORK-20245911,MP-587,CON-4284,Maharashtra,Maharashtra_Dist_1,Maharashtra_Const_2,Block-14,Village-50,Infrastructure,Community Hall,Construction,"Community Hall at Village-50, Block-14, Maharashtra_Dist_1",18621019,20116239.15,19733169.28,19733169.28,19359452.29,18988532.77,2024-12-04,2024-11-16,2025-10-22,2025-10-11,100.0,96.23,2,2024-12-27,2025-11-14,AGENCY-089,CONT-0884,11.008887,75.779658,13,1
MPL-WORK-20245912,MP-108,CON-8265,Gujarat,Gujarat_Dist_5,Gujarat_Const_6,Block-1,Village-6,Electricity,Solar Panels,Procurement,"Solar Panels at Village-6, Block-1, Gujarat_Dist_5",5921715,5982978.85,5912877.82,5912877.82,3399794.13,2897560.16,2024-10-17,2024-07-29,2026-02-10,,28.88,49.0,9,2024-11-14,2024-10-13,AGENCY-013,CONT-0759,18.710421,77.368859,3,3
MPL-WORK-20245913,MP-934,CON-6290,West Bengal,West Bengal_Dist_2,West Bengal_Const_5,Block-9,Village-34,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-34, Block-9, West Bengal_Dist_2",20595244,19669573.68,19632335.66,19632335.66,8156296.66,7779441.73,2022-11-24,2022-10-13,2023-05-24,,33.69,39.63,10,2022-12-03,2023-06-24,AGENCY-099,CONT-0792,11.605164,82.825383,6,3
MPL-WORK-20245914,MP-252,CON-1002,Maharashtra,Maharashtra_Dist_3,Maharashtra_Const_5,Block-9,Village-78,Education,Construction of School Building,Construction,"Construction of School Building at Village-78, Block-9, Maharashtra_Dist_3",10767568,10646613.88,10560573.78,10560573.78,9249347.93,8565606.92,2024-02-12,2023-11-16,2025-03-07,,71.43,81.11,4,2024-03-02,2024-05-09,AGENCY-170,CONT-0467,17.622954,78.410351,10,3
MPL-WORK-20245915,MP-346,CON-8265,Gujarat,Gujarat_Dist_5,Gujarat_Const_6,Block-4,Village-9,Electricity,Solar Panels,Procurement,"Solar Panels at Village-9, Block-4, Gujarat_Dist_5",11858871,12250126.51,12134658.18,12134658.18,1712853.33,114589.59,2022-04-22,2022-03-15,2022-12-22,,14.23,0.94,10,2022-05-22,2022-09-10,AGENCY-174,CONT-0590,17.051568,71.291468,4,2
MPL-WORK-20245916,MP-302,CON-6961,Uttar Pradesh,Uttar Pradesh_Dist_1,Uttar Pradesh_Const_3,Block-13,Village-28,Infrastructure,Village Road,Construction,"Village Road at Village-28, Block-13, Uttar Pradesh_Dist_1",12472044,12565443.03,12342098.07,12342098.07,9668737.07,8781792.29,2024-03-03,2024-02-13,2024-10-12,,44.28,71.15,5,2024-04-02,2024-12-05,AGENCY-239,CONT-0903,15.200896,82.529972,7,1
MPL-WORK-20245917,MP-783,CON-0626,Tamil Nadu,Tamil Nadu_Dist_5,Tamil Nadu_Const_2,Block-17,Village-14,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-14, Block-17, Tamil Nadu_Dist_5",19277863,20869322.87,20500281.62,20500281.62,3724045.26,3593871.6,2024-01-31,2023-12-19,2024-08-25,,20.78,17.53,7,2024-02-07,2024-03-03,AGENCY-011,CONT-0946,21.262671,84.322165,4,3
MPL-WORK-20245918,MP-497,CON-0438,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_7,Block-17,Village-37,Health,Primary Health Centre,Procurement,"Primary Health Centre at Village-37, Block-17, Madhya Pradesh_Dist_3",17048858,17460568.71,17298935.86,17298935.86,17811665.72,16158207.95,2023-11-01,2023-10-02,2024-09-01,,45.78,93.41,7,2023-11-26,2024-04-14,AGENCY-052,CONT-0638,10.730004,79.742765,4,2
MPL-WORK-20245919,MP-206,CON-7202,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_4,Block-7,Village-28,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-28, Block-7, Andhra Pradesh_Dist_3",1042816,1088130.52,1076865.72,1076865.72,936861.51,837150.08,2024-04-17,2024-02-11,2025-06-12,,86.45,77.74,8,2024-04-17,2024-11-23,AGENCY-004,CONT-0315,25.845291,74.525381,10,1
MPL-WORK-20245920,MP-818,CON-9320,Karnataka,Karnataka_Dist_1,Karnataka_Const_9,Block-12,Village-94,Electricity,Solar Panels,Procurement,"Solar Panels at Village-94, Block-12, Karnataka_Dist_1",20699454,22585945.98,22234839.36,22234839.36,22046235.21,21283623.69,2023-10-28,2023-08-19,2024-11-22,2024-12-10,100.0,95.72,8,2023-11-24,2025-01-04,AGENCY-299,CONT-0217,23.81584,75.949765,11,3
MPL-WORK-20245921,MP-460,CON-1330,Andhra Pradesh,Andhra Pradesh_Dist_3,Andhra Pradesh_Const_6,Block-20,Village-11,Infrastructure,Village Road,Construction,"Village Road at Village-11, Block-20, Andhra Pradesh_Dist_3",14861718,14449250.98,14421750.74,14421750.74,14984053.11,14353076.23,2024-05-21,2024-03-29,2025-04-27,2025-06-10,100.0,99.52,7,2024-05-22,2025-07-05,AGENCY-179,CONT-0018,14.573936,81.861805,12,2
MPL-WORK-20245922,MP-146,CON-1913,Rajasthan,Rajasthan_Dist_2,Rajasthan_Const_9,Block-14,Village-73,Education,Construction of School Building,Construction,"Construction of School Building at Village-73, Block-14, Rajasthan_Dist_2",15026449,15784205.8,15668856.0,15668856.0,2015941.23,613971.04,2024-08-27,2024-06-23,2025-11-29,,1.2,3.92,9,2024-09-26,2024-11-17,AGENCY-123,CONT-0165,20.923513,70.950234,3,0
MPL-WORK-20245923,MP-203,CON-4450,Madhya Pradesh,Madhya Pradesh_Dist_3,Madhya Pradesh_Const_1,Block-13,Village-100,Health,Hospital Ward,Procurement,"Hospital Ward at Village-100, Block-13, Madhya Pradesh_Dist_3",11991959,12121831.44,11946363.41,11946363.41,4925809.63,4570194.93,2025-02-23,2024-12-07,2026-06-07,,46.96,38.26,1,2025-02-28,2025-04-08,AGENCY-146,CONT-0454,16.945415,84.568597,4,0
MPL-WORK-20245924,MP-854,CON-4284,Maharashtra,Maharashtra_Dist_5,Maharashtra_Const_2,Block-15,Village-79,Electricity,Solar Panels,Procurement,"Solar Panels at Village-79, Block-15, Maharashtra_Dist_5",3105706,3249815.14,3234258.78,3234258.78,3210539.92,3198406.94,2024-04-07,2024-01-25,2024-10-08,2024-10-05,100.0,98.89,7,2024-05-01,2024-11-05,AGENCY-026,CONT-0550,13.130198,83.824438,11,2
MPL-WORK-20245925,MP-544,CON-7364,West Bengal,West Bengal_Dist_5,West Bengal_Const_3,Block-19,Village-25,Infrastructure,Bus Shelter,Procurement,"Bus Shelter at Village-25, Block-19, West Bengal_Dist_5",15188208,16378687.33,16244215.28,16244215.28,16590279.27,15845745.75,2024-05-19,2024-04-25,2024-11-25,2025-01-19,100.0,97.55,5,2024-05-23,2025-02-09,AGENCY-166,CONT-0669,19.514481,77.547401,11,3
MPL-WORK-20245926,MP-157,CON-3198,Tamil Nadu,Tamil Nadu_Dist_2,Tamil Nadu_Const_7,Block-13,Village-41,Water & Sanitation,Drainage System,Procurement,"Drainage System at Village-41, Block-13, Tamil Nadu_Dist_2",15681310,16930769.28,16662464.02,16662464.02,19093307.81,16662464.02,2024-02-25,2024-01-11,2025-05-14,,69.67,100.0,5,2024-03-24,2024-04-20,AGENCY-116,CONT-0540,26.137862,73.113955,9,5
MPL-WORK-20245927,MP-655,CON-0837,Madhya Pradesh,Madhya Pradesh_Dist_1,Madhya Pradesh_Const_6,Block-18,Village-48,Water & Sanitation,Public Toilets,Procurement,"Public Toilets at Village-48, Block-18, Madhya Pradesh_Dist_1",16826856,16296529.97,16247691.6,16247691.6,7904069.3,7593714.49,2023-07-04,2023-05-07,2024-05-13,,45.0,46.74,10,2023-07-14,2024-02-24,AGENCY-240,CONT-0571,19.122134,78.768046,5,3
MPL-WORK-20245928,MP-771,CON-0760,Uttar Pradesh,Uttar Pradesh_Dist_4,Uttar Pradesh_Const_9,Block-20,Village-100,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-100, Block-20, Uttar Pradesh_Dist_4",13412546,14595682.22,14379902.93,14379902.93,5621966.23,5430230.12,2023-09-09,2023-06-19,2024-12-28,,43.43,37.76,9,2023-10-02,2023-09-28,AGENCY-293,CONT-0287,11.395765,87.387803,5,1
MPL-WORK-20245929,MP-250,CON-7515,Rajasthan,Rajasthan_Dist_3,Rajasthan_Const_6,Block-7,Village-44,Electricity,Transformer Installation,Procurement,"Transformer Installation at Village-44, Block-7, Rajasthan_Dist_3",22729250,22487165.11,22438938.46,22438938.46,23098346.36,22365560.38,2024-08-07,2024-05-21,2025-04-27,2025-07-19,100.0,99.67,8,2024-09-05,2025-09-02,AGENCY-030,CONT-0618,23.484217,84.599102,11,3
